ClienteID,Region,Sucursal,Canal,Producto,Fecha_Desembolso,Ingreso_Mensual_Gs,Score_Crediticio,Monto_Gs,TNA_%,Pagos_Por_Anio,Mora,Mora_Dias,Meses_Recuperacion
CLI-003797,Itapúa,Asunción San Lorenzo,Aliado,Consumo,2023-03-16,3087407,715,37378369,29.34,12,0,0,29
CLI-003798,Itapúa,Salto del Guairá,Sucursal,Vehicular,2024-01-08,4818249,491,22367451,17.61,4,0,0,58
CLI-003799,San Pedro,Villa Hayes,Online,Vehicular,2022-08-23,2241560,634,21220656,21.57,12,0,0,60
CLI-003800,San Pedro,Salto del Guairá,Online,PyME,2024-08-07,6095416,490,20000000,14.92,12,0,0,50
CLI-003801,Itapúa,Ciudad del Este,Sucursal,Vehicular,2022-09-28,3222276,579,66716228,13.64,12,0,0,61
CLI-003802,Caaguazú,Encarnación,Online,Educativo,2022-06-10,7171808,666,8982828,21.81,6,0,0,15
CLI-003803,Ñeembucú,Fuerte Olimpo,Aliado,Consumo,2022-04-08,4233783,719,9130866,30.45,6,0,0,28
CLI-003804,Itapúa,Caacupé,App,Vehicular,2024-07-18,4546516,639,33203032,16.37,12,0,0,39
CLI-003805,Caazapá,Asunción San Lorenzo,Sucursal,Educativo,2025-04-11,6023078,648,9590192,16.62,6,1,60,0
CLI-003806,Cordillera,Fuerte Olimpo,Sucursal,Tarjeta,2024-03-22,3294489,518,1000000,38.13,12,0,0,56
CLI-003807,Concepción,Caacupé,Online,PyME,2025-04-26,6739594,516,20000000,14.2,4,0,0,18
CLI-003808,San Pedro,Pilar,Online,Vehicular,2023-06-01,7618141,714,18118948,18.55,4,1,60,0
CLI-003809,Cordillera,San Pedro del Ycuamandiyú,App,Tarjeta,2023-08-07,7135030,699,1000000,47.76,12,0,0,58
CLI-003810,Concepción,San Pedro del Ycuamandiyú,Online,Vivienda,2022-06-25,9691084,411,30000000,17.03,4,0,0,37
CLI-003811,San Pedro,Encarnación,Sucursal,Vehicular,2024-12-16,3336145,529,10000000,13.97,12,0,0,40
CLI-003812,Canindeyú,Asunción Luque,Online,Educativo,2025-06-14,5736117,700,31309388,19.47,12,1,150,0
CLI-003813,San Pedro,Caazapá,Online,Educativo,2022-01-15,8984515,564,10613197,10.68,12,1,270,0
CLI-003814,Alto Paraná,Asunción San Lorenzo,Online,Tarjeta,2024-12-12,4946543,678,4896741,46.76,12,0,0,14
CLI-003815,Itapúa,Asunción San Lorenzo,App,Consumo,2023-10-08,11255718,607,15771740,33.53,6,1,270,0
CLI-003816,Amambay,Pedro Juan Caballero,Sucursal,PyME,2024-04-25,3305000,669,20000000,14.7,6,1,360,0
CLI-003817,Central,Caacupé,Aliado,Tarjeta,2024-11-06,7711899,850,1000000,49.6,12,1,120,0
CLI-003818,Caazapá,Caacupé,Aliado,Vivienda,2025-01-09,7619549,638,30000000,15.87,6,1,360,0
CLI-003819,San Pedro,Villarrica,App,Educativo,2022-02-17,3506154,613,11115493,11.3,12,0,0,51
CLI-003820,Central,Villa Hayes,Online,PyME,2023-12-20,5198598,635,32396017,26.15,6,0,0,7
CLI-003821,San Pedro,San Juan Bautista,Sucursal,Educativo,2022-02-04,12219405,608,9059603,13.11,12,0,0,17
CLI-003822,Asunción,Asunción Luque,Online,Vivienda,2022-11-18,3589085,559,37778812,17.56,6,0,0,14
CLI-003823,Amambay,Fuerte Olimpo,Sucursal,Consumo,2024-05-12,4246620,549,2645802,23.64,4,0,0,21
CLI-003824,Itapúa,Villa Hayes,App,Tarjeta,2022-11-17,6966525,700,1000000,43.77,12,0,0,59
CLI-003825,Central,Asunción Luque,Aliado,PyME,2025-09-02,3754361,562,29727975,28.45,6,0,0,56
CLI-003826,Misiones,Asunción Centro,Online,Consumo,2023-01-13,2949105,550,19416574,19.71,12,0,0,55
CLI-003827,Asunción,San Pedro del Ycuamandiyú,Aliado,Consumo,2024-07-14,4514230,697,28620095,30.27,6,1,30,0
CLI-003828,Alto Paraná,Caacupé,Sucursal,Vehicular,2025-05-10,3839731,666,15762036,23.34,4,0,0,16
CLI-003829,San Pedro,Villarrica,Sucursal,PyME,2022-11-06,7777688,623,123013861,21.03,12,1,60,0
CLI-003830,Alto Paraná,Caacupé,Online,Vivienda,2023-08-11,8148026,527,41692254,12.03,4,0,0,19
CLI-003831,Central,Concepción,App,Vehicular,2024-09-19,6330557,517,14001231,22.03,12,1,300,0
CLI-003832,Amambay,Filadelfia,Aliado,Vehicular,2023-05-27,3653507,714,10357160,25.69,4,0,0,12
CLI-003833,Misiones,Villa Hayes,Sucursal,Tarjeta,2025-01-08,1800000,754,4988723,44.22,12,1,330,0
CLI-003834,Asunción,Ciudad del Este,Aliado,Educativo,2024-02-29,5254662,702,5950358,18.88,6,0,0,51
CLI-003835,Canindeyú,San Pedro del Ycuamandiyú,Sucursal,PyME,2024-05-06,2927568,609,58491809,16.92,4,1,330,0
CLI-003836,Alto Paraná,Fuerte Olimpo,Online,Vivienda,2024-09-21,5500947,442,30000000,9.08,6,0,0,50
CLI-003837,Ñeembucú,Pedro Juan Caballero,Sucursal,Tarjeta,2022-11-13,3741958,655,1730268,42.63,12,0,0,18
CLI-003838,Concepción,Asunción Centro,Online,Vivienda,2024-11-24,5091462,637,30000000,17.23,12,0,0,10
CLI-003839,Misiones,Asunción Luque,Sucursal,Educativo,2025-01-21,4866411,754,6865161,12.83,12,0,0,27
CLI-003840,Concepción,Caacupé,App,Consumo,2025-01-29,6828364,416,18738992,17.15,4,1,240,0
CLI-003841,Caaguazú,Pilar,App,Vehicular,2022-12-01,7732497,534,10000000,24.85,4,0,0,62
CLI-003842,Boquerón,Villarrica,App,PyME,2022-08-23,11392085,597,20000000,15.29,12,0,0,54
CLI-003843,Misiones,Villa Hayes,App,PyME,2023-06-19,5098562,538,20000000,18.37,4,0,0,17
CLI-003844,Itapúa,Ciudad del Este,Aliado,Vivienda,2022-12-31,6051411,771,90502728,15.47,4,0,0,55
CLI-003845,San Pedro,Concepción,Online,PyME,2025-05-28,4431715,636,33636102,25.59,12,0,0,27
CLI-003846,Asunción,Villarrica,Online,Educativo,2024-12-20,10502077,625,4335835,11.11,12,0,0,35
CLI-003847,Canindeyú,San Juan Bautista,App,Consumo,2022-05-11,4506045,669,4465438,37.61,6,1,330,0
CLI-003848,Caaguazú,Asunción San Lorenzo,Sucursal,Educativo,2022-10-14,3177346,540,10856143,20.14,6,0,0,48
CLI-003849,Amambay,Encarnación,Aliado,PyME,2025-08-09,4093228,564,20000000,29.71,12,1,240,0
CLI-003850,Paraguarí,Fuerte Olimpo,App,Educativo,2024-11-18,5560741,483,4000000,12.06,12,0,0,23
CLI-003851,Misiones,Fuerte Olimpo,App,PyME,2022-09-06,4238503,688,20000000,15.45,6,0,0,7
CLI-003852,Canindeyú,Caacupé,Sucursal,PyME,2023-04-05,11320879,350,156646324,18.86,4,1,270,0
CLI-003853,Ñeembucú,San Pedro del Ycuamandiyú,Online,PyME,2023-10-14,4837300,620,20000000,20.13,6,0,0,46
CLI-003854,Boquerón,Villa Hayes,Online,Consumo,2025-01-18,6339431,512,6620016,29.39,4,1,330,0
CLI-003855,Concepción,Ciudad del Este,Aliado,PyME,2022-09-17,5762899,775,39887376,23.25,6,0,0,47
CLI-003856,Caazapá,Ciudad del Este,App,Vehicular,2024-04-28,5022336,731,22704702,19.24,4,0,0,30
CLI-003857,Presidente Hayes,Encarnación,Sucursal,Consumo,2022-03-24,6980597,708,12323489,33.43,6,1,210,0
CLI-003858,Caazapá,San Juan Bautista,App,Vivienda,2022-06-15,4559099,611,30000000,11.17,6,0,0,27
CLI-003859,Itapúa,Asunción San Lorenzo,Online,Vivienda,2023-09-01,3000315,642,48478334,15.68,6,1,150,0
CLI-003860,San Pedro,Caazapá,Aliado,PyME,2023-07-31,5140976,619,20000000,31.87,4,0,0,26
CLI-003861,Ñeembucú,Asunción Luque,Aliado,Educativo,2025-09-07,11063194,579,4000000,13.2,12,1,180,0
CLI-003862,Canindeyú,Coronel Oviedo,Online,PyME,2024-06-24,3545336,657,20000000,19.71,6,1,60,0
CLI-003863,Paraguarí,Pedro Juan Caballero,App,Educativo,2024-05-13,4243621,587,11112312,19.0,6,0,0,36
CLI-003864,Alto Paraná,Filadelfia,App,PyME,2025-01-28,4294475,657,82869796,28.34,12,0,0,34
CLI-003865,Cordillera,Asunción Centro,Aliado,Vehicular,2023-12-09,2365114,699,18609798,24.05,4,0,0,35
CLI-003866,Central,Villarrica,App,PyME,2022-04-04,7207271,547,56163459,16.58,12,0,0,36
CLI-003867,Asunción,San Juan Bautista,App,Vehicular,2023-08-02,5560272,597,30076677,24.23,6,0,0,61
CLI-003868,Concepción,Filadelfia,App,Tarjeta,2024-06-02,5425224,518,1000000,36.21,12,0,0,16
CLI-003869,San Pedro,Coronel Oviedo,Aliado,Tarjeta,2023-10-23,8230840,634,1000000,40.88,12,1,210,0
CLI-003870,Boquerón,Coronel Oviedo,Aliado,Vivienda,2024-03-14,2536762,614,67287521,13.03,4,0,0,34
CLI-003871,Caazapá,Pedro Juan Caballero,App,Vivienda,2025-09-10,3778306,580,103358044,12.35,12,1,210,0
CLI-003872,Concepción,Concepción,Online,PyME,2024-08-12,5994852,555,20000000,22.97,4,0,0,28
CLI-003873,Caazapá,Concepción,App,Tarjeta,2023-05-20,2569671,514,9368386,30.35,12,1,240,0
CLI-003874,Guairá,Concepción,Online,PyME,2023-06-24,5619016,577,60395156,22.98,4,0,0,35
CLI-003875,Cordillera,Ciudad del Este,Aliado,Vehicular,2022-01-04,2355602,509,15355891,16.29,6,0,0,9
CLI-003876,Itapúa,Villarrica,Online,PyME,2024-12-10,10812347,665,21944923,29.0,6,1,60,0
CLI-003877,Central,Asunción San Lorenzo,Online,PyME,2025-03-17,5623888,602,20000000,15.58,4,0,0,48
CLI-003878,Boquerón,Villa Hayes,Aliado,Vivienda,2025-03-13,1800000,564,48605537,14.01,6,0,0,24
CLI-003879,Amambay,Ciudad del Este,Online,Educativo,2023-02-02,13829271,661,7566849,10.02,12,0,0,47
CLI-003880,Boquerón,Villa Hayes,App,Consumo,2024-06-26,11410387,737,9089690,34.87,6,0,0,14
CLI-003881,Alto Paraguay,Salto del Guairá,App,Educativo,2023-02-18,4437429,656,4000000,12.38,12,0,0,38
CLI-003882,Concepción,Villa Hayes,Sucursal,PyME,2022-07-12,5030687,643,30392927,17.87,6,1,240,0
CLI-003883,Guairá,Pedro Juan Caballero,Online,Vehicular,2024-02-23,8287320,698,58652808,15.04,4,0,0,15
CLI-003884,Misiones,Villarrica,Aliado,Tarjeta,2024-10-14,4757900,631,1430666,33.13,12,0,0,48
CLI-003885,Caazapá,Coronel Oviedo,Sucursal,Vivienda,2024-12-23,2281046,663,35300982,16.79,4,0,0,40
CLI-003886,Amambay,Pedro Juan Caballero,Online,Vivienda,2023-09-26,4434966,532,44379312,11.36,6,0,0,14
CLI-003887,Presidente Hayes,Salto del Guairá,App,Vivienda,2025-07-18,7271052,563,30000000,9.64,4,0,0,25
CLI-003888,Central,Asunción Centro,Online,Vivienda,2023-10-02,1800000,560,30000000,9.56,4,0,0,59
CLI-003889,Concepción,Salto del Guairá,App,Tarjeta,2022-12-17,11629347,660,1334559,37.84,12,0,0,24
CLI-003890,Guairá,Concepción,App,Educativo,2024-08-27,6263909,483,12704228,12.32,6,1,30,0
CLI-003891,Guairá,Coronel Oviedo,App,Educativo,2023-01-09,6854089,825,14120942,10.97,6,0,0,56
CLI-003892,Ñeembucú,Filadelfia,Aliado,Educativo,2025-07-20,4895304,507,5998638,20.88,6,0,0,38
CLI-003893,Presidente Hayes,San Juan Bautista,Online,PyME,2024-01-22,3215387,605,20000000,19.09,6,0,0,7
CLI-003894,San Pedro,Pilar,App,Tarjeta,2025-07-04,6562345,662,2051967,39.64,12,1,330,0
CLI-003895,Central,Concepción,Online,Vivienda,2023-07-26,2648722,776,30000000,9.67,4,1,60,0
CLI-003896,Boquerón,Caacupé,Sucursal,Vehicular,2023-10-10,3624514,743,20058797,12.3,6,0,0,8
CLI-003897,Asunción,San Pedro del Ycuamandiyú,Aliado,Consumo,2022-02-05,3046882,606,10743774,27.76,6,1,270,0
CLI-003898,Itapúa,Coronel Oviedo,Online,Consumo,2023-11-19,4911456,653,4740731,21.8,6,0,0,48
CLI-003899,Boquerón,Concepción,Aliado,Educativo,2022-04-22,1800000,742,4000000,21.31,12,0,0,47
CLI-003900,Alto Paraguay,Caazapá,App,Educativo,2024-06-05,7427824,654,9870385,21.01,12,0,0,26
CLI-003901,Itapúa,Pedro Juan Caballero,App,Educativo,2025-03-02,2713737,583,7803290,18.22,12,0,0,19
CLI-003902,Alto Paraguay,Encarnación,Sucursal,Tarjeta,2025-04-06,9424416,624,3853681,34.13,12,0,0,41
CLI-003903,Itapúa,Caacupé,Online,Tarjeta,2023-05-16,1800000,666,1377871,41.42,12,0,0,54
CLI-003904,Caaguazú,Caazapá,Aliado,Educativo,2025-08-31,3922420,657,10141950,21.88,6,1,240,0
CLI-003905,Ñeembucú,Ciudad del Este,Online,Tarjeta,2024-08-10,1800000,600,1000000,31.85,12,0,0,26
CLI-003906,Caazapá,Encarnación,App,Educativo,2024-08-06,3728358,641,32519239,20.01,12,1,150,0
CLI-003907,Caazapá,Coronel Oviedo,App,Vehicular,2022-10-10,3524983,575,25396550,22.95,6,0,0,53
CLI-003908,Canindeyú,Caacupé,Online,Consumo,2025-07-22,3156123,766,2000000,39.1,12,0,0,28
CLI-003909,Ñeembucú,Caacupé,Online,Vivienda,2022-10-02,10901121,605,30000000,10.77,12,0,0,17
CLI-003910,Cordillera,Salto del Guairá,Online,Vehicular,2025-04-03,6464543,706,36080844,22.96,12,0,0,58
CLI-003911,San Pedro,Coronel Oviedo,Sucursal,Vivienda,2023-02-02,6652049,526,112153385,9.56,12,0,0,32
CLI-003912,Concepción,Asunción Luque,Sucursal,Tarjeta,2022-02-19,5832909,617,1000000,37.37,12,1,180,0
CLI-003913,Alto Paraná,Fuerte Olimpo,Online,Vehicular,2025-06-22,18313055,615,11142132,25.8,4,0,0,9
CLI-003914,Caazapá,Asunción Centro,Online,Consumo,2022-11-03,4230894,455,8268505,17.91,12,1,270,0
CLI-003915,Caazapá,Pedro Juan Caballero,Aliado,Vehicular,2023-10-12,3506086,688,10000000,20.04,6,0,0,11
CLI-003916,Caaguazú,Encarnación,App,Vivienda,2022-01-22,4393729,639,30000000,17.89,12,0,0,59
CLI-003917,Alto Paraná,Asunción Centro,App,Consumo,2025-05-31,6609352,685,17578632,19.23,6,0,0,23
CLI-003918,Caazapá,Ciudad del Este,App,PyME,2024-07-23,8055262,583,31964100,21.1,4,1,300,0
CLI-003919,Paraguarí,Caazapá,Sucursal,Tarjeta,2022-02-06,4195904,645,5354630,34.85,12,0,0,59
CLI-003920,Amambay,Caazapá,Sucursal,Vehicular,2025-04-10,9478248,779,23218695,17.08,4,0,0,39
CLI-003921,Caazapá,Fuerte Olimpo,App,Tarjeta,2022-02-03,4490528,583,1848166,42.9,12,0,0,46
CLI-003922,Paraguarí,Ciudad del Este,Aliado,Vehicular,2022-01-15,8345296,585,34243244,14.43,6,1,30,0
CLI-003923,Cordillera,Coronel Oviedo,Sucursal,Consumo,2023-10-04,15565910,444,3817419,19.7,4,0,0,35
CLI-003924,Misiones,Asunción Centro,Online,Educativo,2023-10-09,6223623,691,5722536,13.85,6,0,0,14
CLI-003925,Caaguazú,Pedro Juan Caballero,Online,Vivienda,2022-07-12,8267429,519,177672520,9.83,4,1,120,0
CLI-003926,Itapúa,Encarnación,Online,PyME,2023-11-03,2504768,678,98766047,28.2,6,1,150,0
CLI-003927,Guairá,Villarrica,Online,Vehicular,2025-05-04,2624655,626,34835497,20.64,12,1,90,0
CLI-003928,Concepción,Concepción,App,Educativo,2022-06-19,8165298,821,6845460,21.82,6,0,0,19
CLI-003929,Ñeembucú,Encarnación,Aliado,Vivienda,2023-07-06,12064216,732,30000000,11.53,12,0,0,53
CLI-003930,Caazapá,Salto del Guairá,Online,Vivienda,2022-01-21,4289540,642,30000000,14.39,6,0,0,27
CLI-003931,Caaguazú,Concepción,Online,PyME,2022-07-10,4015297,524,26987882,23.62,6,0,0,48
CLI-003932,Canindeyú,Villa Hayes,Online,PyME,2025-01-28,8207143,695,21332086,22.29,6,0,0,49
CLI-003933,Central,Villa Hayes,Aliado,PyME,2023-12-02,2385319,522,35586112,16.29,12,0,0,40
CLI-003934,Canindeyú,San Juan Bautista,Aliado,Vivienda,2024-07-01,2136170,786,44084233,11.71,12,0,0,26
CLI-003935,Caazapá,San Pedro del Ycuamandiyú,Aliado,Vivienda,2023-05-10,12584351,558,31133239,15.98,4,1,210,0
CLI-003936,Alto Paraná,San Pedro del Ycuamandiyú,App,Vivienda,2024-12-09,2979362,755,54951041,13.23,12,0,0,10
CLI-003937,Asunción,Villa Hayes,Aliado,PyME,2024-01-30,3990285,715,45845662,29.24,6,0,0,6
CLI-003938,Itapúa,Encarnación,Aliado,Educativo,2023-12-09,3569415,658,4000000,15.34,12,0,0,21
CLI-003939,Caazapá,Caazapá,Aliado,Educativo,2023-07-25,7993451,343,25222762,20.15,6,1,330,0
CLI-003940,Amambay,Ciudad del Este,App,PyME,2023-06-22,4887050,589,25074699,30.43,12,1,270,0
CLI-003941,Amambay,San Juan Bautista,Aliado,Educativo,2022-09-08,11173958,727,14152890,14.37,12,0,0,39
CLI-003942,Asunción,Pilar,App,Vehicular,2023-02-17,3436284,741,18675906,19.51,4,0,0,25
CLI-003943,Concepción,Pedro Juan Caballero,Sucursal,Educativo,2022-12-23,6277309,780,4000000,13.26,6,0,0,36
CLI-003944,Concepción,Fuerte Olimpo,Online,Vivienda,2022-05-02,8174740,713,68858005,14.44,6,1,360,0
CLI-003945,Amambay,Salto del Guairá,Sucursal,PyME,2024-11-17,13026664,622,25145960,26.27,6,1,270,0
CLI-003946,Central,Caazapá,Sucursal,Educativo,2024-10-17,2028464,571,7744285,18.45,6,1,180,0
CLI-003947,Itapúa,Fuerte Olimpo,Sucursal,Vivienda,2022-12-29,4830359,758,30000000,14.08,4,1,360,0
CLI-003948,San Pedro,Filadelfia,Online,Educativo,2023-02-09,6827227,691,24244481,14.26,6,0,0,53
CLI-003949,Asunción,Pilar,Online,PyME,2025-03-30,6212646,585,29941247,15.57,6,0,0,21
CLI-003950,Amambay,Caazapá,App,Consumo,2022-11-25,6166373,534,44285658,36.74,12,0,0,53
CLI-003951,Alto Paraguay,Pilar,Aliado,PyME,2024-04-30,1814928,723,20000000,14.92,12,1,90,0
CLI-003952,Boquerón,Salto del Guairá,Online,PyME,2023-04-26,10530568,611,20000000,26.02,12,1,150,0
CLI-003953,Canindeyú,Fuerte Olimpo,Sucursal,Vivienda,2023-06-11,2809322,593,30000000,13.33,12,1,90,0
CLI-003954,Alto Paraguay,Ciudad del Este,Sucursal,PyME,2022-12-12,13840025,595,42701284,23.43,4,0,0,46
CLI-003955,Central,Asunción Luque,Online,Consumo,2024-10-31,3752138,670,3189434,18.08,6,0,0,28
CLI-003956,Alto Paraná,Salto del Guairá,Sucursal,Educativo,2024-06-21,8845857,599,4000000,13.52,6,0,0,33
CLI-003957,Paraguarí,Caazapá,Online,Consumo,2022-05-12,2712759,695,12527756,18.74,4,0,0,27
CLI-003958,Concepción,Asunción Luque,Sucursal,Consumo,2022-03-08,5095800,509,5884910,36.31,12,1,330,0
CLI-003959,Central,Salto del Guairá,App,Vivienda,2023-05-31,8790441,457,30000000,13.38,6,0,0,24
CLI-003960,Paraguarí,Asunción San Lorenzo,Sucursal,Vehicular,2023-01-15,13291645,575,11464452,17.56,6,0,0,60
CLI-003961,Alto Paraná,Salto del Guairá,App,Vivienda,2022-02-21,5154362,639,67866194,13.62,4,1,300,0
CLI-003962,Amambay,Filadelfia,Aliado,PyME,2024-05-16,13170905,700,20000000,30.04,12,1,300,0
CLI-003963,Concepción,Pilar,App,PyME,2023-10-26,3075179,579,21280990,26.02,12,0,0,56
CLI-003964,Boquerón,Concepción,Aliado,Consumo,2024-09-20,2478748,628,3202342,29.46,12,0,0,50
CLI-003965,Boquerón,Villarrica,Online,Vivienda,2022-10-30,5194275,764,32952258,15.45,12,0,0,27
CLI-003966,San Pedro,Caazapá,App,Tarjeta,2024-02-26,16558319,498,2104813,31.21,12,0,0,13
CLI-003967,Boquerón,Caacupé,Online,PyME,2025-03-22,22222374,666,20000000,31.18,4,1,300,0
CLI-003968,Presidente Hayes,Villa Hayes,Sucursal,PyME,2022-07-25,6069082,667,20000000,29.11,12,0,0,27
CLI-003969,Concepción,Filadelfia,Aliado,Consumo,2022-08-05,6807066,450,5367316,28.02,6,0,0,18
CLI-003970,Cordillera,Asunción Centro,Sucursal,Consumo,2022-08-22,1800000,714,14630050,36.7,6,1,30,0
CLI-003971,Misiones,Filadelfia,Aliado,Educativo,2024-10-25,10831055,722,4000000,18.94,6,0,0,16
CLI-003972,Paraguarí,Ciudad del Este,Sucursal,Consumo,2024-01-10,3225951,547,7466220,33.86,4,1,60,0
CLI-003973,Misiones,Filadelfia,Sucursal,Vehicular,2025-08-14,5149983,572,25537256,19.81,6,0,0,17
CLI-003974,Misiones,Encarnación,Online,PyME,2023-07-08,2838449,534,41845468,22.88,12,0,0,48
CLI-003975,Caazapá,Villarrica,Online,Vehicular,2022-12-30,3686617,645,10000000,16.65,12,0,0,32
CLI-003976,Caazapá,Asunción Centro,Aliado,Tarjeta,2024-04-24,9301388,637,1000000,43.77,12,0,0,58
CLI-003977,Amambay,Ciudad del Este,App,Vehicular,2022-03-03,6190457,825,45857001,20.9,4,0,0,4
CLI-003978,Alto Paraná,Filadelfia,App,Educativo,2024-06-14,7514774,630,4000000,16.85,12,0,0,16
CLI-003979,Concepción,San Juan Bautista,Sucursal,Vehicular,2024-02-04,3400854,475,51402837,23.6,4,1,300,0
CLI-003980,San Pedro,Coronel Oviedo,App,Educativo,2024-09-15,5489834,780,4000000,18.0,12,0,0,45
CLI-003981,Amambay,Asunción Centro,App,Consumo,2025-01-31,2608232,629,35012235,24.42,12,1,300,0
CLI-003982,Alto Paraná,Pilar,Sucursal,Vehicular,2022-09-21,1988970,824,11529668,25.96,4,0,0,17
CLI-003983,Asunción,San Juan Bautista,Aliado,Educativo,2023-03-14,5551395,753,7763341,11.53,12,1,270,0
CLI-003984,San Pedro,Encarnación,Sucursal,PyME,2023-05-23,6839229,604,20734330,25.96,12,1,90,0
CLI-003985,Boquerón,Encarnación,Aliado,Educativo,2024-11-08,4827115,703,4000000,14.2,12,1,300,0
CLI-003986,Itapúa,Encarnación,Sucursal,Tarjeta,2022-02-27,2404875,595,3873899,47.86,12,0,0,49
CLI-003987,Alto Paraguay,Pilar,Sucursal,Tarjeta,2022-07-23,4680469,561,1000000,49.76,12,1,180,0
CLI-003988,Amambay,Filadelfia,Aliado,Vehicular,2023-03-25,7804617,588,23134519,23.74,6,0,0,49
CLI-003989,Paraguarí,Coronel Oviedo,Aliado,PyME,2022-01-10,5230632,757,53884230,17.18,12,0,0,39
CLI-003990,Misiones,San Pedro del Ycuamandiyú,Aliado,PyME,2025-05-26,4913187,703,20000000,26.98,4,0,0,46
CLI-003991,Amambay,Villa Hayes,Aliado,Educativo,2024-07-08,4576221,660,16057966,10.59,6,0,0,56
CLI-003992,Alto Paraguay,Asunción Luque,Sucursal,Vivienda,2023-02-08,8197629,646,30000000,15.88,4,0,0,21
CLI-003993,Misiones,Pedro Juan Caballero,App,Consumo,2025-05-24,5312020,585,33710069,24.3,6,0,0,12
CLI-003994,Itapúa,Pedro Juan Caballero,Sucursal,PyME,2024-01-16,7143222,600,20000000,18.61,12,0,0,39
CLI-003995,Canindeyú,Pedro Juan Caballero,Sucursal,Vivienda,2022-12-13,3244276,648,65876034,10.93,12,0,0,60
CLI-003996,Ñeembucú,Encarnación,App,Vivienda,2023-09-29,7379158,447,199047171,13.38,12,0,0,33
CLI-003997,Amambay,Villarrica,Sucursal,Tarjeta,2024-02-14,10241713,638,1394588,37.02,12,0,0,42
CLI-003998,Canindeyú,San Pedro del Ycuamandiyú,Sucursal,PyME,2024-07-07,8460665,614,20000000,23.49,4,0,0,59
CLI-003999,Boquerón,Filadelfia,Online,Tarjeta,2022-11-27,6184035,637,2087897,43.33,12,1,300,0
CLI-004000,Central,Asunción Centro,Sucursal,Educativo,2025-04-25,5566694,469,13948317,20.44,6,1,300,0
CLI-004001,Boquerón,Caacupé,Sucursal,Tarjeta,2022-03-22,9570320,679,1000000,32.22,12,1,120,0
CLI-004002,Misiones,Ciudad del Este,Sucursal,PyME,2022-09-04,2075941,626,28881086,28.79,4,0,0,14
CLI-004003,Itapúa,San Juan Bautista,Sucursal,Vehicular,2025-06-28,9237718,625,10000000,20.79,4,0,0,26
CLI-004004,Caazapá,Coronel Oviedo,Aliado,Vivienda,2022-07-14,3427541,628,30000000,13.73,4,1,150,0
CLI-004005,Concepción,Caazapá,Sucursal,Vehicular,2022-11-16,10950796,566,10000000,12.82,12,0,0,32
CLI-004006,Caazapá,Villa Hayes,Online,Vehicular,2022-02-19,17671641,785,10000000,23.16,4,1,30,0
CLI-004007,San Pedro,Villa Hayes,App,Vehicular,2023-04-30,4388380,645,43052301,16.75,12,1,180,0
CLI-004008,Caaguazú,Asunción Luque,Online,Educativo,2025-03-20,5196140,661,7772183,21.68,6,0,0,20
CLI-004009,Presidente Hayes,Fuerte Olimpo,Aliado,Vivienda,2024-06-04,2408181,722,59815183,10.97,4,0,0,21
CLI-004010,Amambay,Filadelfia,Sucursal,Vehicular,2022-10-27,18894687,647,10000000,13.86,4,0,0,44
CLI-004011,Amambay,Villa Hayes,Sucursal,Vivienda,2022-08-29,6000607,757,30000000,15.07,6,0,0,39
CLI-004012,Central,Coronel Oviedo,App,Educativo,2024-04-29,6676191,424,7456190,17.99,12,0,0,14
CLI-004013,Paraguarí,Caacupé,Sucursal,Consumo,2022-12-25,2931511,654,5763675,21.74,4,0,0,38
CLI-004014,Central,Pilar,Online,Tarjeta,2024-09-22,2028391,584,5667153,37.98,12,0,0,55
CLI-004015,Canindeyú,Caazapá,Sucursal,PyME,2022-01-26,8754820,512,73459989,20.79,6,0,0,17
CLI-004016,Paraguarí,Pedro Juan Caballero,Online,Consumo,2023-10-01,7070253,457,23046445,33.38,12,0,0,9
CLI-004017,Guairá,Asunción Luque,Aliado,Vehicular,2022-01-30,7154127,739,10000000,12.24,6,1,90,0
CLI-004018,Concepción,Pedro Juan Caballero,App,Educativo,2023-12-12,7178417,504,10701341,10.32,12,1,90,0
CLI-004019,Canindeyú,Pilar,Online,Vehicular,2023-04-24,5971498,674,13977484,25.58,4,0,0,16
CLI-004020,Paraguarí,San Juan Bautista,Sucursal,Tarjeta,2025-03-07,4585257,544,2448607,36.28,12,0,0,25
CLI-004021,Caazapá,Asunción San Lorenzo,App,PyME,2024-04-11,2754776,496,20000000,21.44,12,0,0,56
CLI-004022,Amambay,Villa Hayes,App,Consumo,2023-10-20,3514027,619,52479846,31.34,12,1,330,0
CLI-004023,Itapúa,Villa Hayes,Aliado,PyME,2025-02-10,16507950,535,20000000,23.7,4,0,0,35
CLI-004024,Guairá,Villa Hayes,Sucursal,Vehicular,2024-01-01,3180022,587,24298491,22.33,4,0,0,11
CLI-004025,Alto Paraguay,Fuerte Olimpo,Sucursal,Educativo,2025-06-12,10981586,767,34498849,16.81,12,0,0,23
CLI-004026,Caazapá,Villa Hayes,Aliado,Vivienda,2024-09-14,3727569,658,59018395,13.75,6,0,0,27
CLI-004027,Presidente Hayes,Concepción,Online,PyME,2025-05-28,3904187,613,29600694,29.93,6,0,0,37
CLI-004028,Central,Ciudad del Este,Aliado,Educativo,2023-07-14,12482216,556,11411754,10.92,6,0,0,23
